@relation electricity-weka.filters.uns1ervised.attribute.Normalize-S1.0-T0.0-weka.filters.uns1ervised.attribute.ReplaceMissingValues-weka.filters.uns1ervised.attribute.Remove-R1-weka.filters.uns1ervised.attribute.Remove-R3-weka.filters.uns1ervised.attribute.Remove-R4
@attribute period numeric
@attribute nswdemand numeric
@attribute vicdemand numeric
@attribute transfer numeric
@attribute class {1,0}


@data
0.553191,0.508628,0.716209,0.210965,1
0.574468,0.501041,0.713102,0.218421,1
0.595745,0.5,0.718022,0.208333,1
0.617021,0.488694,0.710772,0.214912,1
0.638298,0.47947,0.686432,0.190789,1
0.659574,0.487057,0.679441,0.178947,1
0.680851,0.494198,0.684619,0.215789,1
0.702128,0.515025,0.688762,0.183333,1
0.723404,0.538976,0.711807,0.182456,1
0.744681,0.604582,0.725013,0.202632,1
0.765957,0.654121,0.736924,0.179825,1
0.787234,0.663047,0.743656,0.138596,1
0.808511,0.632847,0.71362,0.175,1
0.829787,0.607409,0.674521,0.185526,1
0.851064,0.583755,0.64811,0.2,1
0.87234,0.559506,0.609011,0.225877,1
0.893617,0.522166,0.572501,0.290351,1
0.914894,0.473817,0.519679,0.328509,1
0.93617,0.504909,0.487312,0.330263,1
0.957447,0.509075,0.445624,0.434211,1
0.978723,0.510116,0.554376,0.335526,1
1,0.507736,0.544019,0.339912,1
0,0.494049,0.522527,0.374561,1
0.021277,0.476198,0.488089,0.357456,1
0.042553,0.453436,0.544278,0.392982,1
0.06383,0.399435,0.524858,0.42193,1
0.085106,0.347218,0.465562,0.532456,1
0.106383,0.294109,0.425168,0.597807,0
0.12766,0.244124,0.378042,0.666228,0
0.148936,0.212139,0.354738,0.672807,0
0.170213,0.200089,0.328327,0.707895,0
0.191489,0.203511,0.321336,0.702632,0
0.212766,0.227908,0.325479,0.674123,0
0.234043,0.279976,0.35681,0.602193,0
0.255319,0.386195,0.440445,0.49386,0
0.276596,0.49643,0.513723,0.442982,0
0.297872,0.496132,0.552822,0.38114,0
0.319149,0.553853,0.621958,0.303509,0
0.340426,0.568283,0.664682,0.234649,0
0.361702,0.561589,0.659762,0.269737,0
0.382979,0.593425,0.656914,0.322807,0
0.404255,0.596697,0.645003,0.322807,0
0.425532,0.575722,0.640342,0.300877,0
0.446809,0.548944,0.63594,0.314474,0
0.468085,0.531092,0.623511,0.350439,0
0.489362,0.519339,0.621958,0.343421,0
0.510638,0.510265,0.612636,0.397807,0
0.531915,0.493454,0.607716,0.399123,0
0.553191,0.48676,0.629467,0.375877,0
0.574468,0.479917,0.625842,0.397368,0
0.595745,0.475454,0.622734,0.376316,0
0.617021,0.468759,0.610564,0.377193,0
0.638298,0.456709,0.595805,0.384211,0
0.659574,0.459833,0.583894,0.404825,0
0.680851,0.469057,0.593216,0.43114,0
0.702128,0.486016,0.610306,0.397368,0
0.723404,0.503868,0.636458,0.340351,0
0.744681,0.56382,0.657949,0.344737,1
0.765957,0.639839,0.682548,0.35614,1
0.787234,0.654716,0.681512,0.345175,1
0.808511,0.62526,0.648887,0.339474,1
0.829787,0.594615,0.613931,0.416228,1
0.851064,0.57587,0.587519,0.432456,1
0.87234,0.553407,0.548938,0.482018,1
0.893617,0.521125,0.525634,0.44693,0
0.914894,0.475156,0.488348,0.397807,0
0.93617,0.521125,0.464008,0.565789,0
0.957447,0.521273,0.441999,0.582018,0
0.978723,0.529902,0.540653,0.48114,1
1,0.520827,0.516831,0.510526,1
0,0.508331,0.487571,0.511404,1
0.021277,0.492413,0.459606,0.548684,1
0.042553,0.460428,0.511393,0.510965,1
0.06383,0.409253,0.489125,0.594298,0
0.085106,0.363434,0.440445,0.65,0
0.106383,0.313002,0.398239,0.717105,0
0.12766,0.263166,0.35448,0.714035,0
0.148936,0.2349,0.322372,0.757895,0
0.170213,0.212586,0.303729,0.766667,0
0.191489,0.214966,0.289228,0.772368,0
0.212766,0.24338,0.302434,0.729386,0
0.234043,0.300208,0.329622,0.664035,0
0.255319,0.400327,0.418177,0.577193,0
0.276596,0.509075,0.485759,0.499123,1
0.297872,0.506248,0.515018,0.497368,0
0.319149,0.563076,0.586743,0.364035,1
0.340426,0.568134,0.623252,0.321491,1
0.361702,0.55058,0.625583,0.329825,1
0.382979,0.578399,0.625324,0.357456,1
0.404255,0.584945,0.611859,0.430263,1
0.425532,0.561291,0.598654,0.428947,1
0.446809,0.534067,0.596064,0.42193,1
0.468085,0.515472,0.586225,0.428509,1
0.489362,0.503273,0.575091,0.436404,1
0.510638,0.491372,0.556189,0.448246,0
0.531915,0.480809,0.551528,0.44386,0
0.553191,0.474264,0.560073,0.385965,0
0.574468,0.462362,0.557483,0.402632,0
0.595745,0.457304,0.559037,0.382456,0
0.617021,0.452098,0.56784,0.402193,0
0.638298,0.443767,0.535733,0.39386,0
0.659574,0.450164,0.529001,0.38114,0
0.680851,0.451354,0.511652,0.399561,0
0.702128,0.461321,0.511911,0.349561,0
0.723404,0.475156,0.519679,0.296491,0
0.744681,0.528414,0.542206,0.344298,0
0.765957,0.582862,0.575091,0.32807,0
0.787234,0.608896,0.60927,0.372368,1
0.808511,0.582862,0.5826,0.362281,0
0.829787,0.553853,0.547385,0.339912,0
0.851064,0.533323,0.52175,0.393421,0
0.87234,0.518298,0.499741,0.375,0
0.893617,0.491669,0.48291,0.402632,0
0.914894,0.451354,0.449508,0.381579,0
0.93617,0.498661,0.425686,0.532895,0
0.957447,0.505504,0.414293,0.587281,1
0.978723,0.511604,0.516054,0.484211,1
1,0.506397,0.504402,0.569737,1
0,0.490479,0.463231,0.585965,1
0.021277,0.470693,0.426981,0.595614,1
0.042553,0.443916,0.478509,0.55,1
0.06383,0.393335,0.453392,0.553947,1
0.085106,0.335614,0.397721,0.645614,0
0.106383,0.285034,0.35448,0.696491,0
0.12766,0.23981,0.318229,0.758333,0
0.148936,0.215858,0.285344,0.758772,0
0.170213,0.198007,0.255308,0.726316,0
0.191489,0.201726,0.245728,0.773246,0
0.212766,0.22895,0.267478,0.713158,0
0.234043,0.2831,0.295961,0.660965,0
0.255319,0.381434,0.379855,0.661404,0
0.276596,0.484528,0.445106,0.603509,1
0.297872,0.473222,0.477991,0.538158,0
0.319149,0.533323,0.531849,0.528947,1
0.340426,0.53853,0.561108,0.496053,0
0.361702,0.530943,0.566546,0.47193,1
0.382979,0.55906,0.569394,0.466228,1
0.404255,0.561291,0.56059,0.466667,1
0.425532,0.547902,0.550751,0.451754,1
0.446809,0.529009,0.548162,0.467544,0
0.468085,0.52053,0.547385,0.467105,1
0.489362,0.512645,0.546608,0.461842,1
0.510638,0.498661,0.529777,0.425439,1
0.531915,0.490925,0.522268,0.482895,1
0.553191,0.486314,0.516054,0.475877,1
0.574468,0.478132,0.522527,0.479386,1
0.595745,0.475602,0.512688,0.496053,0
0.617021,0.460428,0.499223,0.460526,0
0.638298,0.453288,0.494562,0.485965,1
0.659574,0.4518,0.478767,0.467105,0
0.680851,0.459387,0.468928,0.456579,0
0.702128,0.457304,0.476178,0.421053,0
0.723404,0.46147,0.480321,0.394298,0
0.744681,0.494644,0.505179,0.317105,0
0.765957,0.537191,0.531331,0.315351,0
0.787234,0.541654,0.547126,0.281579,0
0.808511,0.50476,0.525375,0.280263,0
0.829787,0.474264,0.49508,0.287281,0
0.851064,0.450461,0.465044,0.333772,0
0.87234,0.431419,0.44666,0.319737,0
0.893617,0.40717,0.405748,0.361404,0
0.914894,0.373847,0.378819,0.373684,0
0.93617,0.421303,0.368462,0.516228,0
0.957447,0.450461,0.358105,0.485965,0
0.978723,0.460428,0.489125,0.346491,1
1,0.466379,0.476955,0.529825,1
0,0.440643,0.430606,0.517982,1
0.021277,0.434246,0.390989,0.573684,1
0.042553,0.397352,0.436561,0.435965,1
0.06383,0.34454,0.402123,0.503509,1
0.085106,0.284885,0.357587,0.569737,0
0.106383,0.236537,0.303729,0.637281,0
0.12766,0.186254,0.260228,0.668421,0
0.148936,0.155162,0.228638,0.701754,0
0.170213,0.134037,0.207664,0.687281,0
0.191489,0.123029,0.176851,0.707456,0
0.212766,0.133294,0.171414,0.709649,0
0.234043,0.144451,0.181512,0.70614,0
0.255319,0.181494,0.204298,0.67807,0
0.276596,0.23371,0.216209,0.604386,0
0.297872,0.277596,0.227602,0.594298,1
0.319149,0.343053,0.265148,0.594298,1
0.340426,0.402559,0.300104,0.620614,1
0.361702,0.432163,0.336354,0.620614,1
0.382979,0.453883,0.375971,0.636404,1
0.404255,0.471883,0.38581,0.638596,1
0.425532,0.449717,0.387364,0.638596,1
0.446809,0.432014,0.380114,0.638596,1
0.468085,0.418774,0.367685,0.638596,1
0.489362,0.405683,0.370792,0.611842,1
0.510638,0.390211,0.361212,0.655702,1
0.531915,0.378905,0.346194,0.699561,1
0.553191,0.362243,0.34464,0.699561,1
0.574468,0.341565,0.328586,0.696053,1
0.595745,0.336953,0.315122,0.698246,1
0.617021,0.326242,0.290523,0.698246,1
0.638298,0.320589,0.284568,0.698246,0
0.659574,0.316126,0.28405,0.690789,0
0.680851,0.310771,0.278353,0.639035,1
0.702128,0.314787,0.298291,0.623684,0
0.723404,0.317019,0.313309,0.635526,0
0.744681,0.374888,0.33506,0.624561,0
0.765957,0.441982,0.386328,0.538596,1
0.787234,0.453883,0.429829,0.548246,1
0.808511,0.420411,0.416882,0.387281,1
0.829787,0.384558,0.386846,0.494298,1
0.851064,0.360161,0.35448,0.537719,1
0.87234,0.337846,0.337908,0.509649,0
0.893617,0.322821,0.320041,0.507456,0
0.914894,0.301696,0.297255,0.464035,0
0.93617,0.332937,0.299068,0.537719,1
0.957447,0.343499,0.304505,0.514035,1
0.978723,0.353169,0.40523,0.359649,1
1,0.331151,0.404972,0.384649,1
0,0.307349,0.381409,0.398246,1
0.021277,0.272687,0.353185,0.411842,1
0.042553,0.242487,0.402123,0.414035,1
0.06383,0.20366,0.38115,0.474123,1
0.085106,0.166171,0.327033,0.530702,0
0.106383,0.13136,0.27913,0.557456,0
0.12766,0.105177,0.241844,0.592982,0
0.148936,0.082565,0.200155,0.561842,0
0.170213,0.071407,0.17478,0.560965,0
0.191489,0.073639,0.156396,0.564035,0
0.212766,0.083606,0.141895,0.548246,0
0.234043,0.095359,0.141378,0.584649,0
0.255319,0.116334,0.142931,0.657456,0
0.276596,0.14341,0.146556,0.604386,0
0.297872,0.172121,0.130502,0.609649,0
0.319149,0.220321,0.142672,0.653509,1
0.340426,0.273728,0.178923,0.666667,0
0.361702,0.322821,0.195753,0.686404,0
0.382979,0.368194,0.223718,0.689035,1
0.404255,0.390211,0.22087,0.689035,1
0.425532,0.39512,0.228638,0.667105,1
0.446809,0.382475,0.227084,0.689035,1
0.468085,0.367301,0.231486,0.689035,1
0.489362,0.359863,0.22087,0.662281,1
0.510638,0.359417,0.222941,0.75,1
0.531915,0.349003,0.222683,0.807018,1
0.553191,0.323564,0.221906,0.801316,0
0.574468,0.304671,0.22087,0.789912,0
0.595745,0.297977,0.204039,0.805702,0
0.617021,0.289943,0.20145,0.794298,0
0.638298,0.295448,0.197307,0.800877,0
0.659574,0.307349,0.196271,0.805702,0
0.680851,0.317019,0.194977,0.821053,0
0.702128,0.332639,0.226049,0.785965,1
0.723404,0.353913,0.24754,0.704386,1
0.744681,0.409551,0.28146,0.714035,1
0.765957,0.459982,0.33972,0.646491,1
0.787234,0.47828,0.404713,0.575439,1
0.808511,0.463255,0.41015,0.610088,1
0.829787,0.44094,0.402123,0.626754,1
0.851064,0.415353,0.382185,0.65307,1
0.87234,0.397054,0.366649,0.674561,1
0.893617,0.365665,0.348006,0.679386,0
0.914894,0.336061,0.331176,0.664474,0
0.93617,0.350788,0.31797,0.711404,1
0.957447,0.348408,0.315122,0.689035,1
0.978723,0.350788,0.400829,0.569298,1
1,0.330408,0.390989,0.594298,0
0,0.318506,0.379596,0.537719,1
0.021277,0.285034,0.356551,0.525,0
0.042553,0.251413,0.407043,0.437719,0
0.06383,0.218982,0.387364,0.453509,0
0.085106,0.184915,0.349301,0.525,0
0.106383,0.157542,0.313568,0.561404,0
0.12766,0.136864,0.268514,0.600439,0
0.148936,0.12526,0.239254,0.605263,0
0.170213,0.115591,0.214915,0.617544,0
0.191489,0.129723,0.208441,0.611842,0
0.212766,0.168551,0.221388,0.609211,0
0.234043,0.214668,0.258415,0.529386,0
0.255319,0.310324,0.332729,0.526754,0
0.276596,0.409551,0.402123,0.48114,1
0.297872,0.413419,0.425686,0.426316,0
0.319149,0.478578,0.489125,0.435965,1
0.340426,0.504314,0.539358,0.401754,1
0.361702,0.504909,0.563956,0.375,1
0.382979,0.551324,0.562403,0.311842,1
0.404255,0.56501,0.553858,0.388158,1
0.425532,0.548497,0.546608,0.433333,1
0.446809,0.531092,0.543501,0.445614,1
0.468085,0.521273,0.545313,0.42807,1
0.489362,0.51205,0.541688,0.45614,1
0.510638,0.505504,0.538063,0.437719,1
0.531915,0.497917,0.539617,0.424561,1
0.553191,0.493157,0.562144,0.373246,1
0.574468,0.475305,0.561885,0.360088,1
0.595745,0.484528,0.558778,0.398684,1
0.617021,0.480512,0.550492,0.390789,1
0.638298,0.481999,0.545054,0.412719,1
0.659574,0.488843,0.537286,0.44386,1
0.680851,0.502231,0.546867,0.4,1
0.702128,0.52291,0.564215,0.396053,1
0.723404,0.550431,0.595028,0.385088,1
0.744681,0.595359,0.626618,0.338596,1
0.765957,0.621988,0.62869,0.385526,1
0.787234,0.606665,0.622734,0.357456,1
0.808511,0.560547,0.581046,0.300439,0
0.829787,0.525736,0.532885,0.309211,0
0.851064,0.50476,0.502848,0.339474,0
0.87234,0.477239,0.477732,0.370614,0
0.893617,0.443023,0.440704,0.376316,0
0.914894,0.403154,0.412222,0.410965,0
0.93617,0.439453,0.39798,0.571053,0
0.957447,0.463255,0.39565,0.548246,0
0.978723,0.472627,0.493268,0.451316,1
1,0.47114,0.489902,0.539474,1
0,0.461024,0.44666,0.592982,1
0.021277,0.441238,0.417141,0.586842,1
0.042553,0.41208,0.469446,0.524123,1
0.06383,0.354359,0.44174,0.545614,0
0.085106,0.300952,0.384516,0.561404,0
0.106383,0.249926,0.341274,0.624561,0
0.12766,0.199643,0.294148,0.676316,0
0.148936,0.178072,0.254531,0.651754,0
0.170213,0.164683,0.228897,0.675877,0
0.191489,0.163344,0.214397,0.670175,0
0.212766,0.195478,0.23304,0.684649,0
0.234043,0.241446,0.254531,0.65614,0
0.255319,0.336805,0.331952,0.636842,0
0.276596,0.428146,0.390212,0.552193,0
0.297872,0.426659,0.423097,0.405263,0
0.319149,0.481851,0.486277,0.422807,1
0.340426,0.499256,0.536251,0.435965,1
0.361702,0.503868,0.556447,0.378947,1
0.382979,0.549093,0.575608,0.326754,1
0.404255,0.559357,0.557742,0.428509,1
0.425532,0.546712,0.552305,0.433772,1
0.446809,0.537786,0.555412,0.424123,1
0.468085,0.529902,0.559037,0.384211,1
0.489362,0.523207,0.556706,0.406579,1
0.510638,0.522464,0.548421,0.425439,1
0.531915,0.51681,0.540394,0.429386,1
0.553191,0.513538,0.554894,0.417982,1
0.574468,0.511752,0.548162,0.427632,1
0.595745,0.509223,0.543242,0.437281,1
0.617021,0.495537,0.533661,0.484649,1
0.638298,0.491669,0.524081,0.486842,1
0.659574,0.495983,0.523563,0.467105,1
0.680851,0.494644,0.529259,0.480702,1
0.702128,0.502827,0.541429,0.471053,1
0.723404,0.50476,0.561108,0.42807,1
0.744681,0.548944,0.594252,0.384211,1
0.765957,0.58792,0.600725,0.389474,1
0.787234,0.581226,0.5826,0.395614,1
0.808511,0.540464,0.544019,0.358333,0
0.829787,0.500446,0.501036,0.375439,0
0.851064,0.478875,0.471517,0.345614,0
0.87234,0.460131,0.44407,0.342544,0
0.893617,0.41803,0.415847,0.403947,0
0.914894,0.38069,0.379337,0.478509,0
0.93617,0.429337,0.371828,0.604825,1
0.957447,0.444808,0.359917,0.544298,0
0.978723,0.459982,0.469446,0.469298,1
1,0.45909,0.468151,0.534649,0
0,0.447783,0.431901,0.574123,1
0.021277,0.431568,0.393061,0.622807,0
0.042553,0.40122,0.442258,0.520175,0
0.06383,0.35064,0.411704,0.557895,0
0.085106,0.293216,0.358622,0.589035,0
0.106383,0.239066,0.311756,0.653509,0
0.12766,0.200833,0.265924,0.707456,0
0.148936,0.173163,0.236147,0.676316,0
0.170213,0.164088,0.209995,0.680263,0
0.191489,0.162005,0.199896,0.707895,0
0.212766,0.191758,0.240031,0.761404,0
0.234043,0.231925,0.282755,0.713158,0
0.255319,0.325052,0.336095,0.75,0
0.276596,0.412824,0.393837,0.687719,0
0.297872,0.401517,0.40523,0.530263,0
0.319149,0.455668,0.468928,0.356579,0
0.340426,0.474561,0.52175,0.276316,0
0.361702,0.481404,0.554894,0.273246,0
0.382979,0.511306,0.584671,0.357895,0
0.404255,0.546861,0.574314,0.389035,1
0.425532,0.53377,0.57535,0.450439,1
0.446809,0.518298,0.57535,0.450877,1
0.468085,0.51324,0.584412,0.474123,1
0.489362,0.509075,0.586743,0.464912,1
0.510638,0.507736,0.566028,0.444737,1
0.531915,0.506694,0.559814,0.432018,1
0.553191,0.508033,0.558519,0.432018,1
0.574468,0.499405,0.569135,0.441667,1
0.595745,0.495537,0.551269,0.410088,1
0.617021,0.487057,0.535215,0.414035,0
0.638298,0.48319,0.524599,0.398246,0
0.659574,0.484528,0.526929,0.42807,1
0.680851,0.493752,0.525634,0.42807,1
0.702128,0.505802,0.532626,0.397368,1
0.723404,0.512794,0.565769,0.344737,0
0.744681,0.561143,0.57535,0.341667,1
0.765957,0.586284,0.584412,0.398246,1
0.787234,0.575424,0.583118,0.362281,1
0.808511,0.5241,0.558778,0.260088,0
0.829787,0.48557,0.534438,0.264474,0
0.851064,0.469057,0.510098,0.302193,0
0.87234,0.441833,0.48058,0.30307,0
0.893617,0.408212,0.467374,0.327193,0
0.914894,0.375781,0.432418,0.388596,0
0.93617,0.421006,0.411963,0.565789,1
0.957447,0.442725,0.398498,0.596491,1
0.978723,0.458346,0.511652,0.423684,1
1,0.450759,0.506473,0.536842,1
0,0.441982,0.465821,0.586842,1
0.021277,0.426659,0.419213,0.575877,1
0.042553,0.389765,0.470482,0.488596,1
0.06383,0.339185,0.439151,0.489474,0
0.085106,0.283695,0.38581,0.561404,0
0.106383,0.232818,0.344899,0.584211,0
0.12766,0.193692,0.295702,0.634211,0
0.148936,0.169741,0.268255,0.651754,0
0.170213,0.156055,0.238995,0.67807,0
0.191489,0.155906,0.236406,0.649123,0
0.212766,0.183576,0.242879,0.627193,0
0.234043,0.229842,0.280425,0.569298,0
0.255319,0.318358,0.351372,0.577632,0
0.276596,0.405088,0.417141,0.522807,0
0.297872,0.411782,0.428017,0.477193,0
0.319149,0.477239,0.502848,0.454825,1
0.340426,0.504612,0.547385,0.421053,1
0.361702,0.508777,0.576644,0.414912,1
0.382979,0.552812,0.578975,0.420175,1
0.404255,0.566796,0.572501,0.429825,1
0.425532,0.548646,0.556189,0.433772,1
0.446809,0.528117,0.547903,0.492544,1
0.468085,0.517554,0.551269,0.466667,1
0.489362,0.513984,0.550233,0.499123,1
0.510638,0.504314,0.538063,0.525877,1
0.531915,0.492264,0.528742,0.55,1
0.553191,0.490181,0.550751,0.545175,1
0.574468,0.484677,0.545831,0.533772,1
0.595745,0.479917,0.531072,0.54693,0
0.617021,0.472181,0.518384,0.501754,0
0.638298,0.468164,0.504402,0.530263,0
0.659574,0.475602,0.501813,0.492544,0
0.680851,0.485421,0.493009,0.510088,0
0.702128,0.505058,0.505438,0.50614,0
0.723404,0.522017,0.520456,0.567982,1
0.744681,0.569325,0.54117,0.544298,1
0.765957,0.586284,0.563698,0.478947,1
0.787234,0.602946,0.614707,0.430263,1
0.808511,0.570068,0.603055,0.424561,0
0.829787,0.537191,0.577421,0.376316,0
0.851064,0.522017,0.554376,0.439474,0
0.87234,0.50119,0.523822,0.434649,0
0.893617,0.456114,0.498446,0.442105,0
0.914894,0.420559,0.466598,0.429825,0
0.93617,0.467867,0.44666,0.555702,0
0.957447,0.483487,0.425686,0.563596,0
0.978723,0.495537,0.537286,0.420175,1
1,0.485272,0.520456,0.537281,1
0,0.473222,0.500518,0.584211,1
0.021277,0.454032,0.459347,0.632456,1
0.042553,0.41922,0.520197,0.549561,1
0.06383,0.362987,0.482134,0.56886,0
0.085106,0.311961,0.442517,0.567105,0
0.106383,0.263314,0.389436,0.61886,0
0.12766,0.216156,0.342569,0.692105,0
0.148936,0.192502,0.309684,0.728947,0
0.170213,0.177179,0.2913,0.733772,0
0.191489,0.180006,0.277317,0.740351,0
0.212766,0.204552,0.294148,0.778947,0
0.234043,0.26019,0.330399,0.767982,0
0.255319,0.3554,0.402641,0.703509,1
0.276596,0.443172,0.459865,0.61886,0
0.297872,0.458941,0.476178,0.567982,0
0.319149,0.521273,0.536769,0.562281,1
0.340426,0.549093,0.576126,0.516667,1
0.361702,0.56025,0.586743,0.504825,1
0.382979,0.603689,0.590886,0.488158,1
0.404255,0.617673,0.570689,0.510526,1
0.425532,0.601904,0.549456,0.569298,1
0.446809,0.578994,0.548421,0.558772,1
0.468085,0.565457,0.539876,0.523246,1
0.489362,0.555043,0.539358,0.547368,1
0.510638,0.540464,0.516054,0.550877,0
0.531915,0.526034,0.506732,0.56886,1
0.553191,0.515918,0.508545,0.549123,1
0.574468,0.50357,0.506214,0.592544,1
0.595745,0.491818,0.491973,0.525,0
0.617021,0.476495,0.479026,0.491228,0
0.638298,0.463999,0.46841,0.477193,0
0.659574,0.468015,0.455205,0.489474,0
0.680851,0.473073,0.445106,0.486842,0
0.702128,0.491074,0.449508,0.489035,0
0.723404,0.49881,0.469446,0.481579,0
0.744681,0.539572,0.489125,0.467105,0
0.765957,0.584796,0.526411,0.446053,1
0.787234,0.599226,0.553858,0.503509,1
0.808511,0.570068,0.537027,0.460526,1
0.829787,0.537935,0.511911,0.417544,0
0.851064,0.511306,0.483428,0.454825,0
0.87234,0.497917,0.459606,0.475439,0
0.893617,0.459536,0.419472,0.488596,0
0.914894,0.415948,0.378301,0.499561,0
0.93617,0.470991,0.367167,0.639474,0
0.957447,0.48795,0.35914,0.650877,1
0.978723,0.496132,0.44407,0.591228,1
1,0.495537,0.43216,0.638596,1
0,0.463553,0.405748,0.67807,1
0.021277,0.458197,0.374158,0.703947,1
0.042553,0.419964,0.421025,0.595175,1
0.06383,0.360904,0.383998,0.61886,0
0.085106,0.297977,0.338426,0.662719,0
0.106383,0.247248,0.296996,0.727632,0
0.12766,0.201428,0.249871,0.736404,0
0.148936,0.172716,0.217504,0.823246,0
0.170213,0.147724,0.194459,0.841667,0
0.191489,0.141327,0.179441,0.860526,0
0.212766,0.154567,0.171414,0.839912,0
0.234043,0.166617,0.176851,0.813158,0
0.255319,0.204552,0.183584,0.828947,0
0.276596,0.251711,0.205852,0.796053,0
0.297872,0.29277,0.200932,0.822368,0
0.319149,0.3615,0.229156,0.813158,1
0.340426,0.410592,0.26463,0.794737,1
0.361702,0.443172,0.285085,0.794737,1
0.382979,0.476644,0.301398,0.785526,1
0.404255,0.481702,0.292595,0.772807,1
0.425532,0.465933,0.283532,0.789035,1
0.446809,0.44332,0.272139,0.783772,1
0.468085,0.414906,0.263076,0.760088,1
0.489362,0.397798,0.253755,0.735088,0
0.510638,0.379946,0.242361,0.759649,0
0.531915,0.362392,0.232004,0.74693,0
0.553191,0.347218,0.223977,0.757456,0
0.574468,0.321482,0.209218,0.807895,0
0.595745,0.311812,0.198343,0.785965,0
0.617021,0.301547,0.184102,0.760088,1
0.638298,0.294406,0.179959,0.794298,0
0.659574,0.292175,0.179182,0.780263,0
0.680851,0.288456,0.176334,0.73114,0
0.702128,0.301696,0.182807,0.725,0
0.723404,0.309283,0.188503,0.757456,0
0.744681,0.363285,0.232004,0.674561,0
0.765957,0.453436,0.279389,0.596053,1
0.787234,0.476198,0.362506,0.554386,1
0.808511,0.449717,0.357328,0.557895,0
0.829787,0.409104,0.340497,0.564035,0
0.851064,0.390211,0.319006,0.608333,0
0.87234,0.370872,0.296737,0.584211,0
0.893617,0.351235,0.275764,0.602632,0
0.914894,0.332937,0.255567,0.64386,0
0.93617,0.354656,0.245469,0.651754,0
0.957447,0.35778,0.240031,0.610088,0
0.978723,0.363285,0.330658,0.496053,0
1,0.348557,0.326774,0.536842,0
0,0.324457,0.300104,0.578947,1
0.021277,0.288158,0.267219,0.591667,0
0.042553,0.254984,0.316157,0.564474,0
0.06383,0.221214,0.284568,0.594737,0
0.085106,0.181642,0.23537,0.649123,0
0.106383,0.14579,0.191352,0.722368,0
0.12766,0.116781,0.160798,0.767105,0
0.148936,0.101904,0.128949,0.809649,0
0.170213,0.085391,0.108493,0.827632,0
0.191489,0.08554,0.07535,0.763596,0
0.212766,0.096995,0.067323,0.80307,0
0.234043,0.101458,0.067582,0.810526,0
0.255319,0.123624,0.062921,0.847807,0
0.276596,0.153526,0.112895,0.850439,0
0.297872,0.176138,0.030295,0.853509,0
0.319149,0.235495,0.096841,0.898246,0
0.340426,0.287266,0.126618,0.865789,0
0.361702,0.329961,0.153288,0.897368,1
0.382979,0.36507,0.165717,0.923684,1
0.404255,0.381434,0.174521,0.922807,1
0.425532,0.374293,0.177369,0.89693,1
0.446809,0.358524,0.17711,0.895614,1
0.468085,0.344689,0.182289,0.921053,1
0.489362,0.33011,0.18203,0.873246,1
0.510638,0.32044,0.188762,0.861404,1
0.531915,0.301547,0.180994,0.885965,0
0.553191,0.283249,0.173744,0.834211,0
0.574468,0.262719,0.167012,0.858772,0
0.595745,0.247248,0.168824,0.85,0
0.617021,0.237281,0.15536,0.858333,0
0.638298,0.232074,0.146297,0.823246,0
0.659574,0.225231,0.142672,0.808772,0
0.680851,0.22047,0.151476,0.767982,0
0.702128,0.226718,0.166235,0.748684,0
0.723404,0.236537,0.18436,0.70307,0
0.744681,0.288456,0.218022,0.686404,1
0.765957,0.371764,0.268773,0.689912,1
0.787234,0.412972,0.343086,0.660965,1
0.808511,0.39393,0.347488,0.651316,1
0.829787,0.377715,0.321595,0.705263,1
0.851064,0.359863,0.305541,0.719298,1
0.87234,0.343053,0.27188,0.707895,1
0.893617,0.317316,0.244433,0.744737,0
0.914894,0.292324,0.221906,0.77193,0
0.93617,0.31568,0.222424,0.839474,0
0.957447,0.319994,0.220352,0.797368,0
0.978723,0.326242,0.302693,0.760526,1
1,0.308093,0.293112,0.676316,1
0,0.297828,0.267996,0.681579,1
0.021277,0.279976,0.245728,0.681579,1
0.042553,0.258852,0.295443,0.667982,1
0.06383,0.222404,0.288452,0.688158,1
0.085106,0.193544,0.247022,0.753947,1
0.106383,0.170634,0.233299,0.765789,1
0.12766,0.148319,0.180476,0.809649,1
0.148936,0.127641,0.119886,0.822368,1
0.170213,0.116186,0.10202,0.831579,1
0.191489,0.133591,0.08985,0.831579,1
0.212766,0.167212,0.101502,0.831579,1
0.234043,0.209908,0.130502,0.83114,0
0.255319,0.299762,0.189021,0.809649,1
0.276596,0.37831,0.251683,0.695614,0
0.297872,0.388426,0.29363,0.58114,0
0.319149,0.446296,0.346712,0.565351,0
0.340426,0.479024,0.394355,0.482018,0
0.361702,0.500149,0.420249,0.489474,1
0.382979,0.544778,0.440963,0.536404,1
0.404255,0.559506,0.447178,0.485088,1
0.425532,0.552217,0.445624,0.491667,1
0.446809,0.535109,0.446919,0.499123,1
0.468085,0.524844,0.460901,0.490351,1
0.489362,0.519786,0.464008,0.502632,1
0.510638,0.516215,0.461937,0.501754,1
0.531915,0.510116,0.460642,0.503509,1
0.553191,0.503868,0.473071,0.483772,1
0.574468,0.499702,0.477732,0.482456,1
0.595745,0.494049,0.475919,0.461842,1
0.617021,0.492859,0.472553,0.476754,1
0.638298,0.481404,0.470999,0.501316,1
0.659574,0.492711,0.467374,0.520175,1
0.680851,0.490033,0.467115,0.538596,1
