@relation electricity-weka.filters.uns1ervised.attribute.Normalize-S1.0-T0.0-weka.filters.uns1ervised.attribute.ReplaceMissingValues-weka.filters.uns1ervised.attribute.Remove-R1-weka.filters.uns1ervised.attribute.Remove-R3-weka.filters.uns1ervised.attribute.Remove-R4

@attribute 0 numeric
@attribute period numeric
@attribute nswdemand numeric
@attribute vicdemand numeric
@attribute transfer numeric
@attribute class {1,0}


@data
1,0.425532,0.59402,0.422915,0.414912,0
0,0.446809,0.57349,0.422915,0.414912,0
1,0.468085,0.540167,0.422915,0.414912,0
1,0.489362,0.552514,0.422915,0.414912,1
1,0.510638,0.546415,0.422915,0.414912,1
0,0.531915,0.533472,0.422915,0.414912,1
1,0.553191,0.524249,0.422915,0.414912,1
1,0.574468,0.516067,0.422915,0.414912,1
1,0.595745,0.508926,0.422915,0.414912,1
1,0.617021,0.503719,0.422915,0.414912,1
1,0.638298,0.506694,0.422915,0.414912,1
1,0.659574,0.511009,0.422915,0.414912,1
1,0.680851,0.549688,0.422915,0.414912,1
1,0.702128,0.594763,0.422915,0.414912,1
1,0.723404,0.624665,0.422915,0.414912,1
1,0.744681,0.68194,0.422915,0.414912,1
1,0.765957,0.671229,0.422915,0.414912,1
1,0.787234,0.651889,0.422915,0.414912,0
1,0.808511,0.600417,0.422915,0.414912,0
1,0.829787,0.549688,0.422915,0.414912,0
1,0.851064,0.515472,0.422915,0.414912,0
1,0.87234,0.493752,0.422915,0.414912,0
1,0.893617,0.46385,0.422915,0.414912,0
1,0.914894,0.424278,0.422915,0.414912,0
1,0.93617,0.44704,0.422915,0.414912,0
1,0.957447,0.448676,0.422915,0.414912,0
1,0.978723,0.453436,0.422915,0.414912,0
1,1,0.430378,0.422915,0.414912,0
1,0,0.405385,0.422915,0.414912,0
0,0.021277,0.350937,0.422915,0.414912,0
1,0.042553,0.328325,0.422915,0.414912,0
1,0.06383,0.276852,0.422915,0.414912,0
1,0.085106,0.225379,0.422915,0.414912,0
1,0.106383,0.18551,0.422915,0.414912,0
1,0.12766,0.153377,0.422915,0.414912,0
1,0.148936,0.130318,0.422915,0.414912,0
1,0.170213,0.1144,0.422915,0.414912,0
1,0.191489,0.108747,0.422915,0.414912,0
1,0.212766,0.113805,0.422915,0.414912,0
1,0.234043,0.116632,0.422915,0.414912,0
1,0.255319,0.139244,0.422915,0.414912,0
1,0.276596,0.162154,0.422915,0.414912,0
1,0.297872,0.194139,0.422915,0.414912,1
1,0.319149,0.25543,0.422915,0.414912,1
1,0.340426,0.330854,0.422915,0.414912,0
1,0.361702,0.40598,0.422915,0.414912,0
1,0.382979,0.470544,0.422915,0.414912,1
1,0.404255,0.518596,0.422915,0.414912,1
1,0.425532,0.53258,0.422915,0.414912,1
1,0.446809,0.540762,0.422915,0.414912,1
1,0.468085,0.53377,0.422915,0.414912,1
1,0.489362,0.544183,0.422915,0.414912,1
1,0.510638,0.531538,0.422915,0.414912,1
0,0.531915,0.510265,0.422915,0.414912,1
1,0.553191,0.479024,0.422915,0.414912,1
1,0.574468,0.46028,0.422915,0.414912,1
1,0.595745,0.438411,0.422915,0.414912,1
1,0.617021,0.416245,0.422915,0.414912,1
1,0.638298,0.414014,0.422915,0.414912,1
1,0.659574,0.408807,0.422915,0.414912,1
1,0.680851,0.42532,0.422915,0.414912,1
0,0.702128,0.476793,0.422915,0.414912,1
1,0.723404,0.543588,0.422915,0.414912,1
1,0.744681,0.625558,0.422915,0.414912,1
0,0.765957,0.660518,0.422915,0.414912,1
1,0.787234,0.641625,0.422915,0.414912,1
1,0.808511,0.609194,0.422915,0.414912,0
0,0.829787,0.585094,0.422915,0.414912,0
1,0.851064,0.565457,0.422915,0.414912,0
1,0.87234,0.546415,0.422915,0.414912,0
1,0.893617,0.49881,0.422915,0.414912,0
1,0.914894,0.447486,0.422915,0.414912,0
1,0.93617,0.461767,0.422915,0.414912,1
1,0.957447,0.447635,0.422915,0.414912,0
1,0.978723,0.452246,0.422915,0.414912,0
0,1,0.423088,0.422915,0.414912,0
0,0,0.395567,0.422915,0.414912,0
1,0.021277,0.345582,0.422915,0.414912,0
0,0.042553,0.326986,0.422915,0.414912,0
1,0.06383,0.278786,0.422915,0.414912,0
1,0.085106,0.237876,0.422915,0.414912,0
1,0.106383,0.211098,0.422915,0.414912,0
1,0.12766,0.184766,0.422915,0.414912,0
1,0.148936,0.162452,0.422915,0.414912,0
1,0.170213,0.150104,0.422915,0.414912,0
1,0.191489,0.158733,0.422915,0.414912,0
1,0.212766,0.190866,0.422915,0.414912,0
1,0.234043,0.251711,0.422915,0.414912,0
1,0.255319,0.359268,0.422915,0.414912,0
0,0.276596,0.486314,0.422915,0.414912,0
0,0.297872,0.522464,0.422915,0.414912,0
1,0.319149,0.595507,0.422915,0.414912,0
1,0.340426,0.613954,0.422915,0.414912,0
1,0.361702,0.597888,0.422915,0.414912,0
1,0.382979,0.633145,0.422915,0.414912,0
1,0.404255,0.640137,0.422915,0.414912,0
1,0.425532,0.616781,0.422915,0.414912,0
1,0.446809,0.591491,0.422915,0.414912,0
1,0.468085,0.570068,0.422915,0.414912,0
1,0.489362,0.563076,0.422915,0.414912,0
1,0.510638,0.548349,0.422915,0.414912,0
1,0.531915,0.53853,0.422915,0.414912,0
1,0.553191,0.534662,0.422915,0.414912,0
1,0.574468,0.526629,0.422915,0.414912,0
1,0.595745,0.511752,0.422915,0.414912,0
1,0.617021,0.494347,0.422915,0.414912,0
1,0.638298,0.484528,0.422915,0.414912,0
1,0.659574,0.492711,0.422915,0.414912,0
1,0.680851,0.505802,0.422915,0.414912,0
1,0.702128,0.53496,0.422915,0.414912,0
1,0.723404,0.603541,0.422915,0.414912,0
1,0.744681,0.717941,0.422915,0.414912,0
1,0.765957,0.734008,0.422915,0.414912,0
1,0.787234,0.720321,0.422915,0.414912,0
1,0.808511,0.681345,0.422915,0.414912,0
0,0.829787,0.659923,0.422915,0.414912,0
1,0.851064,0.639988,0.422915,0.414912,1
1,0.87234,0.615144,0.422915,0.414912,0
1,0.893617,0.569473,0.422915,0.414912,1
1,0.914894,0.515323,0.422915,0.414912,1
1,0.93617,0.544927,0.422915,0.414912,1
1,0.957447,0.546564,0.422915,0.414912,1
0,0.978723,0.556084,0.422915,0.414912,1
1,1,0.546266,0.422915,0.414912,1
1,0,0.542696,0.422915,0.414912,1
1,0.021277,0.515472,0.422915,0.414912,1
1,0.042553,0.496281,0.422915,0.414912,1
1,0.06383,0.434841,0.422915,0.414912,1
1,0.085106,0.373698,0.422915,0.414912,1
0,0.106383,0.325498,0.422915,0.414912,1
1,0.12766,0.276555,0.422915,0.414912,0
1,0.148936,0.234305,0.422915,0.414912,0
1,0.170213,0.212139,0.422915,0.414912,0
0,0.191489,0.211395,0.422915,0.414912,0
1,0.212766,0.237429,0.422915,0.414912,0
1,0.234043,0.285778,0.422915,0.414912,1
1,0.255319,0.402856,0.422915,0.414912,1
1,0.276596,0.526331,0.422915,0.414912,1
1,0.297872,0.553704,0.422915,0.414912,1
1,0.319149,0.632699,0.422915,0.414912,1
0,0.340426,0.652633,0.422915,0.414912,1
1,0.361702,0.644749,0.422915,0.414912,0
1,0.382979,0.669444,0.422915,0.414912,1
1,0.404255,0.665427,0.422915,0.414912,1
1,0.425532,0.639839,0.422915,0.414912,1
1,0.446809,0.603094,0.422915,0.414912,1
0,0.468085,0.590896,0.422915,0.414912,1
1,0.489362,0.579143,0.422915,0.414912,1
1,0.510638,0.560845,0.422915,0.414912,1
1,0.531915,0.547902,0.422915,0.414912,1
1,0.553191,0.538828,0.422915,0.414912,1
1,0.574468,0.525141,0.422915,0.414912,0
1,0.595745,0.509075,0.422915,0.414912,0
1,0.617021,0.499702,0.422915,0.414912,0
1,0.638298,0.490925,0.422915,0.414912,0
1,0.659574,0.499405,0.422915,0.414912,1
1,0.680851,0.519042,0.422915,0.414912,1
1,0.702128,0.557572,0.422915,0.414912,0
0,0.723404,0.631062,0.422915,0.414912,0
1,0.744681,0.74695,0.422915,0.414912,0
1,0.765957,0.765695,0.422915,0.414912,0
1,0.787234,0.75186,0.422915,0.414912,0
0,0.808511,0.717792,0.422915,0.414912,0
1,0.829787,0.684766,0.422915,0.414912,0
1,0.851064,0.669295,0.422915,0.414912,0
1,0.87234,0.637905,0.422915,0.414912,0
1,0.893617,0.596102,0.422915,0.414912,0
1,0.914894,0.532728,0.422915,0.414912,0
1,0.93617,0.558316,0.422915,0.414912,0
1,0.957447,0.557423,0.422915,0.414912,0
1,0.978723,0.566201,0.422915,0.414912,1
1,1,0.554894,0.422915,0.414912,0
1,0,0.550431,0.422915,0.414912,0
1,0.021277,0.531836,0.422915,0.414912,1
0,0.042553,0.511306,0.422915,0.414912,1
1,0.06383,0.446147,0.422915,0.414912,0
1,0.085106,0.387682,0.422915,0.414912,1
0,0.106383,0.337697,0.422915,0.414912,0
1,0.12766,0.289795,0.422915,0.414912,0
1,0.148936,0.24814,0.422915,0.414912,0
1,0.170213,0.229098,0.422915,0.414912,0
1,0.191489,0.22166,0.422915,0.414912,1
1,0.212766,0.252603,0.422915,0.414912,1
1,0.234043,0.301993,0.422915,0.414912,1
1,0.255319,0.412824,0.422915,0.414912,1
1,0.276596,0.533175,0.422915,0.414912,0
1,0.297872,0.563374,0.422915,0.414912,1
1,0.319149,0.638054,0.422915,0.414912,0
1,0.340426,0.660518,0.422915,0.414912,0
1,0.361702,0.648319,0.422915,0.414912,0
1,0.382979,0.675989,0.422915,0.414912,0
1,0.404255,0.677774,0.422915,0.414912,0
1,0.425532,0.643112,0.422915,0.414912,0
1,0.446809,0.602499,0.422915,0.414912,0
1,0.468085,0.574383,0.422915,0.414912,0
0,0.489362,0.560547,0.422915,0.414912,0
1,0.510638,0.543588,0.422915,0.414912,0
1,0.531915,0.517852,0.422915,0.414912,0
1,0.553191,0.510414,0.422915,0.414912,0
1,0.574468,0.505207,0.422915,0.414912,0
1,0.595745,0.497322,0.422915,0.414912,0
1,0.617021,0.478429,0.422915,0.414912,0
1,0.638298,0.467718,0.422915,0.414912,0
1,0.659574,0.481553,0.422915,0.414912,0
1,0.680851,0.501339,0.422915,0.414912,1
1,0.702128,0.53972,0.422915,0.414912,0
1,0.723404,0.603689,0.422915,0.414912,0
1,0.744681,0.71809,0.422915,0.414912,0
1,0.765957,0.726272,0.422915,0.414912,0
1,0.787234,0.722999,0.422915,0.414912,0
0,0.808511,0.679857,0.422915,0.414912,0
1,0.829787,0.660369,0.422915,0.414912,0
1,0.851064,0.641476,0.422915,0.414912,0
1,0.87234,0.609491,0.422915,0.414912,0
1,0.893617,0.566647,0.422915,0.414912,0
0,0.914894,0.510414,0.422915,0.414912,0
1,0.93617,0.545671,0.422915,0.414912,0
1,0.957447,0.545225,0.422915,0.414912,0
1,0.978723,0.554002,0.422915,0.414912,0
1,1,0.542398,0.422915,0.414912,0
1,0,0.541506,0.422915,0.414912,1
1,0.021277,0.518149,0.422915,0.414912,1
1,0.042553,0.490628,0.422915,0.414912,1
1,0.06383,0.427551,0.422915,0.414912,0
1,0.085106,0.365665,0.422915,0.414912,0
1,0.106383,0.318358,0.422915,0.414912,1
1,0.12766,0.273728,0.422915,0.414912,0
1,0.148936,0.234603,0.422915,0.414912,0
1,0.170213,0.212288,0.422915,0.414912,0
1,0.191489,0.209164,0.422915,0.414912,0
1,0.212766,0.237578,0.422915,0.414912,1
1,0.234043,0.282654,0.422915,0.414912,1
1,0.255319,0.395418,0.422915,0.414912,1
1,0.276596,0.507289,0.422915,0.414912,1
1,0.297872,0.541357,0.422915,0.414912,1
1,0.319149,0.618863,0.422915,0.414912,0
1,0.340426,0.644451,0.422915,0.414912,0
1,0.361702,0.629575,0.422915,0.414912,0
1,0.382979,0.655162,0.422915,0.414912,0
1,0.404255,0.654716,0.422915,0.414912,0
0,0.425532,0.627641,0.422915,0.414912,1
1,0.446809,0.599226,0.422915,0.414912,0
0,0.468085,0.572151,0.422915,0.414912,1
1,0.489362,0.564118,0.422915,0.414912,0
1,0.510638,0.547456,0.422915,0.414912,0
1,0.531915,0.530497,0.422915,0.414912,0
0,0.553191,0.524249,0.422915,0.414912,0
1,0.574468,0.514579,0.422915,0.414912,0
1,0.595745,0.50119,0.422915,0.414912,0
1,0.617021,0.493306,0.422915,0.414912,0
1,0.638298,0.48557,0.422915,0.414912,0
1,0.659574,0.493306,0.422915,0.414912,1
1,0.680851,0.508628,0.422915,0.414912,1
1,0.702128,0.536745,0.422915,0.414912,1
1,0.723404,0.591044,0.422915,0.414912,1
1,0.744681,0.691163,0.422915,0.414912,0
0,0.765957,0.705147,0.422915,0.414912,0
1,0.787234,0.693395,0.422915,0.414912,0
0,0.808511,0.665873,0.422915,0.414912,0
1,0.829787,0.643707,0.422915,0.414912,0
1,0.851064,0.628087,0.422915,0.414912,0
1,0.87234,0.606516,0.422915,0.414912,0
1,0.893617,0.555489,0.422915,0.414912,0
0,0.914894,0.498364,0.422915,0.414912,0
1,0.93617,0.535109,0.422915,0.414912,0
1,0.957447,0.547456,0.422915,0.414912,0
1,0.978723,0.552812,0.422915,0.414912,1
1,1,0.545968,0.422915,0.414912,1
1,0,0.539572,0.422915,0.414912,0
1,0.021277,0.520827,0.422915,0.414912,1
1,0.042553,0.492711,0.422915,0.414912,0
1,0.06383,0.423535,0.422915,0.414912,0
1,0.085106,0.360458,0.422915,0.414912,0
1,0.106383,0.313746,0.422915,0.414912,1
1,0.12766,0.272538,0.422915,0.414912,1
1,0.148936,0.234157,0.422915,0.414912,1
1,0.170213,0.211693,0.422915,0.414912,0
1,0.191489,0.208569,0.422915,0.414912,0
1,0.212766,0.234603,0.422915,0.414912,1
1,0.234043,0.284439,0.422915,0.414912,0
1,0.255319,0.384112,0.422915,0.414912,1
0,0.276596,0.503868,0.422915,0.414912,0
1,0.297872,0.525588,0.422915,0.414912,0
1,0.319149,0.590449,0.422915,0.414912,0
1,0.340426,0.602499,0.422915,0.414912,0
1,0.361702,0.593871,0.422915,0.414912,0
1,0.382979,0.620649,0.422915,0.414912,0
0,0.404255,0.633591,0.422915,0.414912,0
1,0.425532,0.611425,0.422915,0.414912,0
1,0.446809,0.58197,0.422915,0.414912,0
1,0.468085,0.558465,0.422915,0.414912,0
1,0.489362,0.546712,0.422915,0.414912,0
1,0.510638,0.529307,0.422915,0.414912,0
1,0.531915,0.516959,0.422915,0.414912,0
1,0.553191,0.502083,0.422915,0.414912,0
1,0.574468,0.486016,0.422915,0.414912,0
1,0.595745,0.475751,0.422915,0.414912,0
1,0.617021,0.459833,0.422915,0.414912,0
1,0.638298,0.451503,0.422915,0.414912,0
0,0.659574,0.45537,0.422915,0.414912,0
1,0.680851,0.465338,0.422915,0.414912,0
1,0.702128,0.486909,0.422915,0.414912,0
1,0.723404,0.535109,0.422915,0.414912,0
1,0.744681,0.630318,0.422915,0.414912,0
1,0.765957,0.649658,0.422915,0.414912,0
0,0.787234,0.633889,0.422915,0.414912,0
1,0.808511,0.602946,0.422915,0.414912,0
1,0.829787,0.57587,0.422915,0.414912,0
1,0.851064,0.561143,0.422915,0.414912,0
1,0.87234,0.546266,0.422915,0.414912,0
1,0.893617,0.501339,0.422915,0.414912,0
1,0.914894,0.457453,0.422915,0.414912,0
1,0.93617,0.505207,0.422915,0.414912,0
1,0.957447,0.519339,0.422915,0.414912,0
1,0.978723,0.534365,0.422915,0.414912,1
0,1,0.534216,0.422915,0.414912,1
1,0,0.52767,0.422915,0.414912,1
0,0.021277,0.502083,0.422915,0.414912,1
1,0.042553,0.4759,0.422915,0.414912,1
1,0.06383,0.404344,0.422915,0.414912,1
1,0.085106,0.3374,0.422915,0.414912,0
1,0.106383,0.282208,0.422915,0.414912,1
1,0.12766,0.240553,0.422915,0.414912,0
1,0.148936,0.200982,0.422915,0.414912,0
1,0.170213,0.173758,0.422915,0.414912,0
1,0.191489,0.159625,0.422915,0.414912,1
1,0.212766,0.162154,0.422915,0.414912,1
1,0.234043,0.175989,0.422915,0.414912,1
1,0.255319,0.210354,0.422915,0.414912,1
1,0.276596,0.251562,0.422915,0.414912,1
1,0.297872,0.306456,0.422915,0.414912,1
1,0.319149,0.391848,0.422915,0.414912,1
1,0.340426,0.459833,0.422915,0.414912,1
1,0.361702,0.507289,0.422915,0.414912,1
1,0.382979,0.536299,0.422915,0.414912,1
1,0.404255,0.533175,0.422915,0.414912,0
1,0.425532,0.507736,0.422915,0.414912,0
1,0.446809,0.47709,0.422915,0.414912,0
1,0.468085,0.455073,0.422915,0.414912,0
1,0.489362,0.424278,0.422915,0.414912,0
1,0.510638,0.396757,0.422915,0.414912,0
1,0.531915,0.381732,0.422915,0.414912,0
1,0.553191,0.363434,0.422915,0.414912,0
1,0.574468,0.343201,0.422915,0.414912,0
1,0.595745,0.328027,0.422915,0.414912,0
0,0.617021,0.317019,0.422915,0.414912,0
0,0.638298,0.311068,0.422915,0.414912,0
0,0.659574,0.308985,0.422915,0.414912,0
1,0.680851,0.327135,0.422915,0.414912,0
1,0.702128,0.359714,0.422915,0.414912,0
1,0.723404,0.409402,0.422915,0.414912,0
0,0.744681,0.519637,0.422915,0.414912,0
0,0.765957,0.55787,0.422915,0.414912,1
1,0.787234,0.543737,0.422915,0.414912,0
1,0.808511,0.510414,0.422915,0.414912,0
1,0.829787,0.473222,0.422915,0.414912,0
1,0.851064,0.448974,0.422915,0.414912,0
1,0.87234,0.435882,0.422915,0.414912,0
1,0.893617,0.39765,0.422915,0.414912,0
1,0.914894,0.36507,0.422915,0.414912,0
1,0.93617,0.391699,0.422915,0.414912,0
1,0.957447,0.400179,0.422915,0.414912,0
1,0.978723,0.410295,0.422915,0.414912,0
1,1,0.390509,0.422915,0.414912,0
1,0,0.366558,0.422915,0.414912,0
1,0.021277,0.327879,0.422915,0.414912,0
1,0.042553,0.307349,0.422915,0.414912,0
1,0.06383,0.252752,0.422915,0.414912,0
1,0.085106,0.204552,0.422915,0.414912,0
0,0.106383,0.167658,0.422915,0.414912,0
1,0.12766,0.137608,0.422915,0.414912,0
1,0.148936,0.115739,0.422915,0.414912,0
1,0.170213,0.099226,0.422915,0.414912,0
1,0.191489,0.095954,0.422915,0.414912,0
1,0.212766,0.095061,0.422915,0.414912,0
1,0.234043,0.10607,0.422915,0.414912,0
0,0.255319,0.127492,0.422915,0.414912,0
1,0.276596,0.150699,0.422915,0.414912,0
1,0.297872,0.177328,0.422915,0.414912,1
1,0.319149,0.239958,0.422915,0.414912,0
1,0.340426,0.301845,0.422915,0.414912,0
1,0.361702,0.355103,0.422915,0.414912,0
0,0.382979,0.398542,0.422915,0.414912,1
1,0.404255,0.421749,0.422915,0.414912,0
1,0.425532,0.423237,0.422915,0.414912,0
1,0.446809,0.402559,0.422915,0.414912,0
1,0.468085,0.378905,0.422915,0.414912,0
0,0.489362,0.364624,0.422915,0.414912,0
1,0.510638,0.350342,0.422915,0.414912,0
0,0.531915,0.3313,0.422915,0.414912,0
1,0.553191,0.312109,0.422915,0.414912,0
1,0.574468,0.286968,0.422915,0.414912,0
1,0.595745,0.272687,0.422915,0.414912,0
1,0.617021,0.258256,0.422915,0.414912,0
0,0.638298,0.258405,0.422915,0.414912,0
1,0.659574,0.260785,0.422915,0.414912,0
1,0.680851,0.277298,0.422915,0.414912,0
1,0.702128,0.313448,0.422915,0.414912,0
1,0.723404,0.370574,0.422915,0.414912,0
1,0.744681,0.482297,0.422915,0.414912,0
1,0.765957,0.539274,0.422915,0.414912,0
1,0.787234,0.52886,0.422915,0.414912,0
1,0.808511,0.501041,0.422915,0.414912,0
1,0.829787,0.483785,0.422915,0.414912,0
1,0.851064,0.46742,0.422915,0.414912,0
1,0.87234,0.449717,0.422915,0.414912,0
1,0.893617,0.411336,0.422915,0.414912,0
1,0.914894,0.365516,0.422915,0.414912,0
1,0.93617,0.383071,0.422915,0.414912,0
1,0.957447,0.386938,0.422915,0.414912,0
1,0.978723,0.409997,0.422915,0.414912,0
1,1,0.38917,0.422915,0.414912,0
1,0,0.370872,0.422915,0.414912,0
1,0.021277,0.32773,0.422915,0.414912,0
1,0.042553,0.308093,0.422915,0.414912,0
1,0.06383,0.265248,0.422915,0.414912,0
0,0.085106,0.233115,0.422915,0.414912,0
1,0.106383,0.202916,0.422915,0.414912,0
1,0.12766,0.179411,0.422915,0.414912,0
1,0.148936,0.158881,0.422915,0.414912,0
1,0.170213,0.153377,0.422915,0.414912,0
1,0.191489,0.161708,0.422915,0.414912,0
1,0.212766,0.194585,0.422915,0.414912,0
1,0.234043,0.238024,0.422915,0.414912,1
1,0.255319,0.343201,0.422915,0.414912,1
1,0.276596,0.446147,0.422915,0.414912,1
1,0.297872,0.474859,0.422915,0.414912,0
1,0.319149,0.530497,0.422915,0.414912,0
1,0.340426,0.550283,0.422915,0.414912,1
1,0.361702,0.54582,0.422915,0.414912,0
1,0.382979,0.575126,0.422915,0.414912,1
1,0.404255,0.586879,0.422915,0.414912,1
1,0.425532,0.56263,0.422915,0.414912,1
0,0.446809,0.541506,0.422915,0.414912,1
1,0.468085,0.522761,0.422915,0.414912,1
1,0.489362,0.50967,0.422915,0.414912,1
1,0.510638,0.495983,0.422915,0.414912,1
1,0.531915,0.487206,0.422915,0.414912,0
0,0.553191,0.491223,0.422915,0.414912,0
1,0.574468,0.482148,0.422915,0.414912,1
1,0.595745,0.475454,0.422915,0.414912,0
1,0.617021,0.453585,0.422915,0.414912,0
1,0.638298,0.449717,0.422915,0.414912,0
0,0.659574,0.46266,0.422915,0.414912,0
1,0.680851,0.473073,0.422915,0.414912,1
1,0.702128,0.502083,0.422915,0.414912,1
1,0.723404,0.557126,0.422915,0.414912,1
1,0.744681,0.6687,0.422915,0.414912,1
1,0.765957,0.688188,0.422915,0.414912,1
1,0.787234,0.675245,0.422915,0.414912,0
1,0.808511,0.637757,0.422915,0.414912,0
1,0.829787,0.616781,0.422915,0.414912,0
1,0.851064,0.591639,0.422915,0.414912,0
1,0.87234,0.570217,0.422915,0.414912,0
1,0.893617,0.527522,0.422915,0.414912,0
1,0.914894,0.476644,0.422915,0.414912,0
1,0.93617,0.519042,0.422915,0.414912,0
1,0.957447,0.529753,0.422915,0.414912,1
0,0.978723,0.537935,0.422915,0.414912,1
1,1,0.533472,0.422915,0.414912,1
0,0,0.531538,0.422915,0.414912,1
1,0.021277,0.511752,0.422915,0.414912,1
1,0.042553,0.490181,0.422915,0.414912,1
1,0.06383,0.428295,0.422915,0.414912,1
1,0.085106,0.363285,0.422915,0.414912,1
1,0.106383,0.318953,0.422915,0.414912,0
1,0.12766,0.273728,0.422915,0.414912,1
1,0.148936,0.235644,0.422915,0.414912,0
1,0.170213,0.221214,0.422915,0.414912,1
0,0.191489,0.210503,0.422915,0.414912,1
1,0.212766,0.236388,0.422915,0.414912,1
1,0.234043,0.292919,0.422915,0.414912,1
1,0.255319,0.41208,0.422915,0.414912,1
1,0.276596,0.535406,0.422915,0.414912,1
1,0.297872,0.560101,0.422915,0.414912,1
0,0.319149,0.63374,0.422915,0.414912,1
1,0.340426,0.648319,0.422915,0.414912,1
1,0.361702,0.626004,0.422915,0.414912,0
1,0.382979,0.646087,0.422915,0.414912,0
0,0.404255,0.641773,0.422915,0.414912,0
1,0.425532,0.613062,0.422915,0.414912,0
1,0.446809,0.58078,0.422915,0.414912,0
1,0.468085,0.566944,0.422915,0.414912,1
1,0.489362,0.549985,0.422915,0.414912,1
1,0.510638,0.532282,0.422915,0.414912,1
1,0.531915,0.525439,0.422915,0.414912,1
1,0.553191,0.520976,0.422915,0.414912,0
1,0.574468,0.506248,0.422915,0.414912,0
1,0.595745,0.496727,0.422915,0.414912,0
1,0.617021,0.486611,0.422915,0.414912,0
0,0.638298,0.474412,0.422915,0.414912,0
1,0.659574,0.48438,0.422915,0.414912,0
1,0.680851,0.493306,0.422915,0.414912,1
1,0.702128,0.519637,0.422915,0.414912,0
1,0.723404,0.577655,0.422915,0.414912,1
1,0.744681,0.672716,0.422915,0.414912,1
1,0.765957,0.714222,0.422915,0.414912,1
1,0.787234,0.711098,0.422915,0.414912,0
1,0.808511,0.662898,0.422915,0.414912,0
1,0.829787,0.633889,0.422915,0.414912,0
1,0.851064,0.611276,0.422915,0.414912,1
1,0.87234,0.590449,0.422915,0.414912,1
1,0.893617,0.536745,0.422915,0.414912,0
1,0.914894,0.483933,0.422915,0.414912,0
1,0.93617,0.515769,0.422915,0.414912,1
1,0.957447,0.517852,0.422915,0.414912,1
1,0.978723,0.529307,0.422915,0.414912,1
1,1,0.522761,0.422915,0.414912,1
1,0,0.525439,0.422915,0.414912,1
1,0.021277,0.504017,0.422915,0.414912,1
1,0.042553,0.480661,0.422915,0.414912,1
1,0.06383,0.417287,0.422915,0.414912,0
1,0.085106,0.357037,0.422915,0.414912,0
1,0.106383,0.310027,0.422915,0.414912,0
1,0.12766,0.265992,0.422915,0.414912,0
1,0.148936,0.226718,0.422915,0.414912,0
1,0.170213,0.209164,0.422915,0.414912,0
1,0.191489,0.200684,0.422915,0.414912,0
1,0.212766,0.231479,0.422915,0.414912,0
1,0.234043,0.281613,0.422915,0.414912,0
1,0.255319,0.38798,0.422915,0.414912,1
1,0.276596,0.503124,0.422915,0.414912,1
1,0.297872,0.509967,0.422915,0.414912,1
0,0.319149,0.571407,0.422915,0.414912,0
1,0.340426,0.582416,0.422915,0.414912,0
0,0.361702,0.569325,0.422915,0.414912,0
1,0.382979,0.601012,0.422915,0.414912,0
1,0.404255,0.603838,0.422915,0.414912,0
1,0.425532,0.583011,0.422915,0.414912,0
1,0.446809,0.560994,0.422915,0.414912,0
1,0.468085,0.546712,0.422915,0.414912,0
1,0.489362,0.536596,0.422915,0.414912,0
1,0.510638,0.521125,0.422915,0.414912,0
1,0.531915,0.509223,0.422915,0.414912,0
0,0.553191,0.505058,0.422915,0.414912,0
1,0.574468,0.497769,0.422915,0.414912,0
1,0.595745,0.485867,0.422915,0.414912,0
1,0.617021,0.481553,0.422915,0.414912,0
0,0.638298,0.471288,0.422915,0.414912,1
1,0.659574,0.478429,0.422915,0.414912,1
1,0.680851,0.496132,0.422915,0.414912,1
0,0.702128,0.530497,0.422915,0.414912,1
1,0.723404,0.587623,0.422915,0.414912,1
1,0.744681,0.698453,0.422915,0.414912,1
1,0.765957,0.732966,0.422915,0.414912,1
1,0.787234,0.720173,0.422915,0.414912,1
0,0.808511,0.683874,0.422915,0.414912,1
1,0.829787,0.65665,0.422915,0.414912,1
1,0.851064,0.635823,0.422915,0.414912,1
1,0.87234,0.612169,0.422915,0.414912,1
1,0.893617,0.561886,0.422915,0.414912,1
1,0.914894,0.509223,0.422915,0.414912,0
1,0.93617,0.540613,0.422915,0.414912,1
1,0.957447,0.546415,0.422915,0.414912,1
1,0.978723,0.549241,0.422915,0.414912,1
1,1,0.545076,0.422915,0.414912,1
1,0,0.541952,0.422915,0.414912,1
1,0.021277,0.520976,0.422915,0.414912,1
0,0.042553,0.501041,0.422915,0.414912,1
1,0.06383,0.443023,0.422915,0.414912,1
1,0.085106,0.380542,0.422915,0.414912,1
1,0.106383,0.332193,0.422915,0.414912,0
1,0.12766,0.281166,0.422915,0.414912,0
1,0.148936,0.244719,0.422915,0.414912,0
1,0.170213,0.227313,0.422915,0.414912,0
1,0.191489,0.216305,0.422915,0.414912,0
1,0.212766,0.245165,0.422915,0.414912,0
1,0.234043,0.295448,0.422915,0.414912,0
1,0.255319,0.411336,0.422915,0.414912,1
1,0.276596,0.528563,0.422915,0.414912,1
1,0.297872,0.558614,0.422915,0.414912,1
1,0.319149,0.633442,0.422915,0.414912,0
0,0.340426,0.64817,0.422915,0.414912,0
1,0.361702,0.635525,0.422915,0.414912,0
1,0.382979,0.661857,0.422915,0.414912,0
1,0.404255,0.666468,0.422915,0.414912,0
1,0.425532,0.6446,0.422915,0.414912,0
